,Fecha Alta,Tipo,Operación,Provincia,Fecha Venta,Vendedor,Indice,Superficie,Precio Venta
27,12/01/2004 00:00,Casa,Alquiler,Barcelona,16/06/2004 00:00,Joaquín,27.0,187.0,1660560.0
28,12/01/2004 00:00,Casa,Alquiler,Tarragona,07/07/2004 00:00,Luisa,28.0,91.0,753571.0
29,12/01/2004 00:00,Local,Alquiler,Tarragona,04/08/2004 00:00,Carmen,29.0,201.0,939072.0
30,13/01/2004 00:00,Industrial,Alquiler,Barcelona,24/09/2004 00:00,Jesús,30.0,142.0,1405374.0
31,13/01/2004 00:00,Casa,Alquiler,Girona,12/04/2004 00:00,María,31.0,92.0,627348.0
32,15/01/2004 00:00,Local,Alquiler,Barcelona,03/07/2004 00:00,María,32.0,181.0,1504110.0
33,15/01/2004 00:00,Casa,Venta,Barcelona,01/11/2004 00:00,María,33.0,281.0,2483197.0
34,15/01/2004 00:00,Industrial,Alquiler,Tarragona,31/12/2004 00:00,Luisa,34.0,257.0,1799771.0
35,16/01/2004 00:00,Industrial,Alquiler,Tarragona,02/12/2004 00:00,Luisa,35.0,140.0,1054340.0
36,16/01/2004 00:00,Local,Venta,Girona,09/07/2004 00:00,Pedro,36.0,229.0,1160572.0
37,17/01/2004 00:00,Suelo,Alquiler,Tarragona,08/12/2004 00:00,Joaquín,37.0,300.0,1492800.0
38,18/01/2004 00:00,Parking,Alquiler,Tarragona,14/01/2005 00:00,Joaquín,38.0,215.0,1154980.0
39,18/01/2004 00:00,Oficina,Venta,Girona,22/07/2004 00:00,Jesús,39.0,182.0,1057784.0
40,18/01/2004 00:00,Piso,Venta,Barcelona,23/09/2004 00:00,Jesús,40.0,230.0,1421860.0
41,19/01/2004 00:00,Oficina,Venta,Tarragona,20/11/2004 00:00,Jesús,41.0,168.0,1426992.0
42,19/01/2004 00:00,Oficina,Alquiler,Girona,22/09/2004 00:00,María,42.0,74.0,579716.0
43,19/01/2004 00:00,Casa,Venta,Girona,16/12/2004 00:00,María,43.0,278.0,1537062.0
44,20/01/2004 00:00,Oficina,Alquiler,Barcelona,02/01/2005 00:00,Joaquín,44.0,287.0,2851058.0
45,20/01/2004 00:00,Oficina,Alquiler,Lleida,29/10/2004 00:00,Carmen,45.0,224.0,1294048.0
46,20/01/2004 00:00,Piso,Alquiler,Barcelona,11/08/2004 00:00,Luisa,46.0,53.0,249418.0
47,20/01/2004 00:00,Industrial,Venta,Barcelona,06/07/2004 00:00,Jesús,47.0,284.0,1457488.0
48,20/01/2004 00:00,Local,Venta,Girona,11/01/2005 00:00,Jesús,48.0,40.0,321680.0
49,20/01/2004 00:00,Local,Alquiler,Tarragona,13/11/2004 00:00,Carmen,49.0,235.0,957625.0
50,20/01/2004 00:00,Industrial,Venta,Lleida,14/12/2004 00:00,Joaquín,50.0,90.0,568620.0
51,22/01/2004 00:00,Local,Alquiler,Lleida,26/09/2004 00:00,María,51.0,206.0,1605564.0
52,22/01/2004 00:00,Suelo,Alquiler,Tarragona,17/10/2004 00:00,Carmen,52.0,158.0,1438748.0
53,22/01/2004 00:00,Suelo,Alquiler,Barcelona,30/05/2004 00:00,Luisa,53.0,71.0,686996.0
54,22/01/2004 00:00,Local,Venta,Girona,09/07/2004 00:00,Carmen,54.0,127.0,983234.0
55,23/01/2004 00:00,Piso,Venta,Lleida,01/05/2004 00:00,María,55.0,54.0,239220.0
56,23/01/2004 00:00,Oficina,Alquiler,Lleida,04/07/2004 00:00,Carmen,56.0,54.0,512730.0
57,24/01/2004 00:00,Local,Alquiler,Girona,21/12/2004 00:00,María,57.0,274.0,2287626.0
58,24/01/2004 00:00,Industrial,Venta,Tarragona,19/11/2004 00:00,Joaquín,58.0,166.0,1373816.0
59,24/01/2004 00:00,Oficina,Alquiler,Lleida,28/06/2004 00:00,Jesús,59.0,270.0,1920240.0
60,24/01/2004 00:00,Casa,Venta,Tarragona,12/09/2004 00:00,Carmen,60.0,120.0,1140840.0
61,24/01/2004 00:00,Industrial,Venta,Tarragona,23/01/2005 00:00,Joaquín,61.0,178.0,1142938.0
62,25/01/2004 00:00,Piso,Venta,Barcelona,06/09/2004 00:00,Luisa,62.0,144.0,738144.0
63,26/01/2004 00:00,Industrial,Venta,Lleida,13/10/2004 00:00,María,63.0,57.0,509010.0
64,26/01/2004 00:00,Oficina,Venta,Tarragona,26/05/2004 00:00,Luisa,64.0,144.0,1436832.0
65,27/01/2004 00:00,Suelo,Venta,Lleida,24/12/2004 00:00,Pedro,65.0,272.0,2119424.0
66,27/01/2004 00:00,Industrial,Alquiler,Barcelona,15/10/2004 00:00,Jesús,66.0,219.0,948927.0
67,27/01/2004 00:00,Local,Alquiler,Barcelona,28/06/2004 00:00,Luisa,67.0,68.0,376992.0
68,27/01/2004 00:00,Local,Venta,Girona,09/10/2004 00:00,María,68.0,248.0,2212408.0
69,28/01/2004 00:00,Casa,Alquiler,Tarragona,12/07/2004 00:00,María,69.0,179.0,1647695.0
70,28/01/2004 00:00,Casa,Venta,Girona,01/11/2004 00:00,Carmen,70.0,235.0,1939925.0
71,28/01/2004 00:00,Suelo,Venta,Tarragona,15/10/2004 00:00,Carmen,71.0,216.0,1478952.0
72,28/01/2004 00:00,Parking,Alquiler,Barcelona,04/09/2004 00:00,Joaquín,72.0,62.0,320044.0
73,29/01/2004 00:00,Industrial,Venta,Girona,22/10/2004 00:00,Joaquín,73.0,229.0,1098055.0
74,29/01/2004 00:00,Suelo,Venta,Tarragona,14/08/2004 00:00,Jesús,74.0,41.0,187862.0
75,29/01/2004 00:00,Suelo,Alquiler,Tarragona,28/12/2004 00:00,Pedro,75.0,234.0,1757106.0
76,30/01/2004 00:00,Industrial,Alquiler,Tarragona,25/06/2004 00:00,Pedro,76.0,112.0,1104992.0
77,31/01/2004 00:00,Piso,Venta,Lleida,04/10/2004 00:00,María,77.0,87.0,448485.0
78,31/01/2004 00:00,Parking,Venta,Barcelona,27/11/2004 00:00,Carmen,78.0,298.0,2520484.0
79,31/01/2004 00:00,Parking,Alquiler,Barcelona,05/10/2004 00:00,Carmen,79.0,217.0,1339107.0
80,01/02/2004 00:00,Industrial,Alquiler,Barcelona,17/11/2004 00:00,Pedro,80.0,236.0,1812244.0
81,02/02/2004 00:00,Parking,Venta,Girona,14/09/2004 00:00,Pedro,81.0,117.0,1069731.0
82,02/02/2004 00:00,Suelo,Venta,Lleida,29/05/2004 00:00,María,82.0,56.0,471072.0
83,02/02/2004 00:00,Piso,Venta,Barcelona,28/07/2004 00:00,Carmen,83.0,94.0,470940.0
84,02/02/2004 00:00,Local,Alquiler,Barcelona,03/06/2004 00:00,Joaquín,84.0,127.0,925322.0
85,03/02/2004 00:00,Piso,Venta,Girona,08/01/2005 00:00,Jesús,85.0,275.0,2141700.0
86,03/02/2004 00:00,Industrial,Alquiler,Barcelona,12/05/2004 00:00,Luisa,86.0,93.0,778875.0
87,03/02/2004 00:00,Parking,Alquiler,Tarragona,10/10/2004 00:00,Pedro,87.0,58.0,421196.0
88,04/02/2004 00:00,Local,Alquiler,Barcelona,27/09/2004 00:00,Jesús,88.0,49.0,219716.0
89,04/02/2004 00:00,Suelo,Venta,Girona,24/07/2004 00:00,Pedro,89.0,292.0,2685816.0
90,04/02/2004 00:00,Industrial,Alquiler,Barcelona,16/12/2004 00:00,Joaquín,90.0,123.0,723609.0
91,05/02/2004 00:00,Piso,Alquiler,Barcelona,06/05/2004 00:00,Jesús,91.0,48.0,388032.0
92,05/02/2004 00:00,Industrial,Alquiler,Tarragona,23/10/2004 00:00,Joaquín,92.0,132.0,922020.0
93,06/02/2004 00:00,Industrial,Alquiler,Barcelona,08/06/2004 00:00,Luisa,93.0,177.0,965358.0
94,06/02/2004 00:00,Local,Venta,Barcelona,23/05/2004 00:00,Joaquín,94.0,68.0,663816.0
95,07/02/2004 00:00,Industrial,Alquiler,Tarragona,05/02/2005 00:00,Jesús,95.0,103.0,728931.0
96,07/02/2004 00:00,Suelo,Venta,Tarragona,07/11/2004 00:00,Jesús,96.0,96.0,625536.0
97,07/02/2004 00:00,Casa,Venta,Lleida,01/02/2005 00:00,Carmen,97.0,227.0,1467782.0
98,07/02/2004 00:00,Industrial,Alquiler,Girona,22/12/2004 00:00,María,98.0,251.0,2067236.0
99,08/02/2004 00:00,Local,Alquiler,Tarragona,23/06/2004 00:00,Jesús,99.0,125.0,531375.0
100,08/02/2004 00:00,Suelo,Alquiler,Girona,27/09/2004 00:00,María,100.0,162.0,710694.0
101,08/02/2004 00:00,Local,Venta,Barcelona,23/05/2004 00:00,Luisa,101.0,45.0,438435.0
102,08/02/2004 00:00,Casa,Alquiler,Girona,19/07/2004 00:00,María,102.0,258.0,1188090.0
103,09/02/2004 00:00,Oficina,Venta,Tarragona,14/07/2004 00:00,Luisa,103.0,104.0,699400.0
104,10/02/2004 00:00,Piso,Alquiler,Girona,02/02/2005 00:00,Luisa,104.0,238.0,1854496.0
105,10/02/2004 00:00,Piso,Alquiler,Lleida,26/01/2005 00:00,Pedro,105.0,300.0,2105700.0
106,10/02/2004 00:00,Suelo,Alquiler,Girona,13/12/2004 00:00,Jesús,106.0,222.0,1791318.0
107,12/02/2004 00:00,Suelo,Alquiler,Tarragona,20/12/2004 00:00,Joaquín,107.0,187.0,1782297.0
108,12/02/2004 00:00,Suelo,Alquiler,Barcelona,09/08/2004 00:00,Pedro,108.0,300.0,1528200.0
109,12/02/2004 00:00,Parking,Venta,Barcelona,20/12/2004 00:00,Luisa,109.0,206.0,1587642.0
110,13/02/2004 00:00,Suelo,Alquiler,Tarragona,25/11/2004 00:00,Joaquín,110.0,162.0,954666.0
111,13/02/2004 00:00,Local,Alquiler,Lleida,22/09/2004 00:00,Pedro,111.0,160.0,1064800.0
112,13/02/2004 00:00,Suelo,Alquiler,Barcelona,02/01/2005 00:00,Luisa,112.0,89.0,887241.0
113,14/02/2004 00:00,Suelo,Venta,Girona,11/01/2005 00:00,Joaquín,113.0,103.0,806799.0
114,14/02/2004 00:00,Industrial,Venta,Tarragona,15/08/2004 00:00,Carmen,114.0,54.0,438750.0
115,15/02/2004 00:00,Parking,Venta,Girona,04/01/2005 00:00,Jesús,115.0,103.0,973659.0
116,15/02/2004 00:00,Oficina,Venta,Girona,26/09/2004 00:00,Joaquín,116.0,274.0,1724008.0
117,15/02/2004 00:00,Oficina,Venta,Girona,10/09/2004 00:00,Luisa,117.0,253.0,2047276.0
118,16/02/2004 00:00,Parking,Venta,Lleida,06/07/2004 00:00,Pedro,118.0,51.0,307989.0
119,16/02/2004 00:00,Piso,Venta,Tarragona,13/12/2004 00:00,Jesús,119.0,174.0,973878.0
120,17/02/2004 00:00,Parking,Venta,Barcelona,06/12/2004 00:00,Jesús,120.0,152.0,688864.0
121,17/02/2004 00:00,Casa,Alquiler,Barcelona,05/02/2005 00:00,Pedro,121.0,270.0,1385910.0
122,17/02/2004 00:00,Local,Alquiler,Girona,30/07/2004 00:00,Pedro,122.0,179.0,1461356.0
123,18/02/2004 00:00,Suelo,Alquiler,Tarragona,05/09/2004 00:00,Joaquín,123.0,212.0,926228.0
124,19/02/2004 00:00,Industrial,Venta,Girona,25/08/2004 00:00,Carmen,124.0,118.0,1067192.0
125,19/02/2004 00:00,Industrial,Venta,Tarragona,31/08/2004 00:00,María,125.0,194.0,1373132.0
126,20/02/2004 00:00,Industrial,Venta,Barcelona,29/05/2004 00:00,Jesús,126.0,139.0,1087119.0
127,20/02/2004 00:00,Casa,Venta,Tarragona,04/01/2005 00:00,Luisa,127.0,130.0,1230190.0
128,21/02/2004 00:00,Parking,Alquiler,Lleida,08/01/2005 00:00,Carmen,128.0,206.0,1363926.0
129,21/02/2004 00:00,Oficina,Venta,Tarragona,23/11/2004 00:00,Luisa,129.0,216.0,1389096.0
130,21/02/2004 00:00,Local,Venta,Lleida,04/09/2004 00:00,Carmen,130.0,55.0,477345.0
131,21/02/2004 00:00,Oficina,Venta,Tarragona,04/12/2004 00:00,Jesús,131.0,190.0,1268630.0
132,22/02/2004 00:00,Suelo,Alquiler,Tarragona,14/11/2004 00:00,Pedro,132.0,62.0,391964.0
133,22/02/2004 00:00,Oficina,Alquiler,Tarragona,20/02/2005 00:00,Joaquín,133.0,275.0,1765225.0
134,22/02/2004 00:00,Local,Venta,Lleida,05/10/2004 00:00,Jesús,134.0,45.0,229455.0
135,23/02/2004 00:00,Oficina,Alquiler,Lleida,24/06/2004 00:00,Joaquín,135.0,105.0,624435.0
136,23/02/2004 00:00,Casa,Venta,Barcelona,19/01/2005 00:00,Pedro,136.0,119.0,686154.0
137,24/02/2004 00:00,Industrial,Venta,Girona,28/12/2004 00:00,Luisa,137.0,88.0,678480.0
138,26/02/2004 00:00,Local,Alquiler,Tarragona,22/09/2004 00:00,Joaquín,138.0,63.0,533925.0
139,26/02/2004 00:00,Piso,Venta,Barcelona,02/06/2004 00:00,María,139.0,222.0,1076034.0
140,27/02/2004 00:00,Suelo,Venta,Barcelona,31/12/2004 00:00,Joaquín,140.0,47.0,455477.0
141,27/02/2004 00:00,Oficina,Venta,Tarragona,23/09/2004 00:00,Pedro,141.0,123.0,1128156.0
142,27/02/2004 00:00,Oficina,Alquiler,Tarragona,28/12/2004 00:00,María,142.0,134.0,1310520.0
143,28/02/2004 00:00,Parking,Alquiler,Barcelona,19/11/2004 00:00,Pedro,143.0,121.0,782870.0
144,28/02/2004 00:00,Piso,Venta,Girona,14/10/2004 00:00,Pedro,144.0,50.0,315550.0
145,28/02/2004 00:00,Parking,Venta,Girona,20/08/2004 00:00,Luisa,145.0,274.0,2028970.0
146,28/02/2004 00:00,Parking,Alquiler,Barcelona,28/05/2004 00:00,Joaquín,146.0,76.0,734388.0
147,28/02/2004 00:00,Local,Venta,Barcelona,30/05/2004 00:00,María,147.0,109.0,779241.0
148,29/02/2004 00:00,Piso,Venta,Lleida,12/02/2005 00:00,Luisa,148.0,249.0,1492506.0
149,01/03/2004 00:00,Casa,Alquiler,Lleida,19/12/2004 00:00,Jesús,149.0,212.0,1800516.0
150,01/03/2004 00:00,Oficina,Alquiler,Lleida,02/10/2004 00:00,Luisa,150.0,128.0,1259904.0
151,02/03/2004 00:00,Oficina,Venta,Tarragona,13/02/2005 00:00,María,151.0,172.0,1063648.0
152,02/03/2004 00:00,Piso,Venta,Lleida,13/07/2004 00:00,María,152.0,68.0,434656.0
153,02/03/2004 00:00,Industrial,Alquiler,Lleida,03/09/2004 00:00,Pedro,153.0,52.0,508924.0
154,03/03/2004 00:00,Suelo,Alquiler,Girona,02/10/2004 00:00,Pedro,154.0,185.0,1403595.0
155,03/03/2004 00:00,Casa,Venta,Girona,01/07/2004 00:00,Pedro,155.0,284.0,1561432.0
156,03/03/2004 00:00,Oficina,Venta,Tarragona,02/10/2004 00:00,María,156.0,202.0,1891932.0
157,03/03/2004 00:00,Casa,Alquiler,Lleida,10/10/2004 00:00,Luisa,157.0,100.0,731700.0
158,04/03/2004 00:00,Local,Venta,Lleida,01/08/2004 00:00,Pedro,158.0,106.0,563178.0
159,04/03/2004 00:00,Casa,Venta,Tarragona,23/07/2004 00:00,María,159.0,211.0,875228.0
160,04/03/2004 00:00,Suelo,Venta,Tarragona,29/07/2004 00:00,Jesús,160.0,165.0,1305480.0
161,05/03/2004 00:00,Piso,Alquiler,Lleida,16/08/2004 00:00,Jesús,161.0,251.0,1361675.0
162,05/03/2004 00:00,Local,Venta,Tarragona,23/11/2004 00:00,Carmen,162.0,266.0,1161090.0
163,05/03/2004 00:00,Oficina,Alquiler,Girona,13/09/2004 00:00,Carmen,163.0,287.0,1395681.0
164,05/03/2004 00:00,Industrial,Venta,Tarragona,11/10/2004 00:00,Luisa,164.0,104.0,1001104.0
165,06/03/2004 00:00,Oficina,Venta,Tarragona,29/07/2004 00:00,Luisa,165.0,250.0,2275500.0
166,06/03/2004 00:00,Parking,Venta,Girona,14/01/2005 00:00,Luisa,166.0,169.0,1370759.0
167,06/03/2004 00:00,Suelo,Venta,Lleida,15/10/2004 00:00,Joaquín,167.0,221.0,1842035.0
168,07/03/2004 00:00,Industrial,Alquiler,Barcelona,14/07/2004 00:00,Jesús,168.0,286.0,2080078.0
169,08/03/2004 00:00,Suelo,Alquiler,Lleida,20/02/2005 00:00,Joaquín,169.0,73.0,597286.0
170,08/03/2004 00:00,Suelo,Venta,Girona,13/11/2004 00:00,Joaquín,170.0,144.0,1358640.0
171,08/03/2004 00:00,Piso,Alquiler,Tarragona,19/10/2004 00:00,María,171.0,108.0,558252.0
172,09/03/2004 00:00,Oficina,Venta,Girona,08/03/2005 00:00,Joaquín,172.0,268.0,2400476.0
173,09/03/2004 00:00,Piso,Alquiler,Lleida,25/08/2004 00:00,Joaquín,173.0,143.0,1131416.0
174,10/03/2004 00:00,Local,Venta,Barcelona,25/08/2004 00:00,Carmen,174.0,52.0,416936.0
175,10/03/2004 00:00,Industrial,Alquiler,Lleida,30/08/2004 00:00,Jesús,175.0,193.0,1658835.0
176,11/03/2004 00:00,Suelo,Venta,Tarragona,01/09/2004 00:00,Jesús,176.0,148.0,1431012.0
177,11/03/2004 00:00,Local,Venta,Tarragona,26/10/2004 00:00,María,177.0,118.0,513300.0
178,12/03/2004 00:00,Industrial,Venta,Barcelona,27/02/2005 00:00,Jesús,178.0,156.0,848328.0
179,12/03/2004 00:00,Suelo,Alquiler,Tarragona,21/06/2004 00:00,Jesús,179.0,201.0,1874928.0
180,12/03/2004 00:00,Oficina,Venta,Tarragona,11/08/2004 00:00,Joaquín,180.0,42.0,367584.0
181,13/03/2004 00:00,Local,Alquiler,Tarragona,25/08/2004 00:00,Joaquín,181.0,162.0,1323054.0
182,14/03/2004 00:00,Local,Alquiler,Girona,02/09/2004 00:00,Carmen,182.0,231.0,1446522.0
183,14/03/2004 00:00,Suelo,Venta,Tarragona,24/10/2004 00:00,Pedro,183.0,273.0,1447992.0
184,15/03/2004 00:00,Industrial,Venta,Barcelona,27/08/2004 00:00,María,184.0,265.0,2109930.0
185,16/03/2004 00:00,Casa,Alquiler,Girona,23/10/2004 00:00,Jesús,185.0,87.0,779868.0
186,16/03/2004 00:00,Local,Alquiler,Barcelona,10/12/2004 00:00,María,186.0,95.0,919030.0
187,16/03/2004 00:00,Casa,Venta,Lleida,08/02/2005 00:00,Carmen,187.0,63.0,537264.0
188,17/03/2004 00:00,Parking,Venta,Girona,25/10/2004 00:00,Jesús,188.0,160.0,1261600.0
189,17/03/2004 00:00,Parking,Alquiler,Lleida,25/10/2004 00:00,Pedro,189.0,95.0,448210.0
190,18/03/2004 00:00,Suelo,Alquiler,Tarragona,23/07/2004 00:00,Carmen,190.0,71.0,431325.0
191,18/03/2004 00:00,Local,Venta,Girona,09/03/2005 00:00,Pedro,191.0,56.0,553616.0
192,18/03/2004 00:00,Suelo,Venta,Tarragona,07/10/2004 00:00,María,192.0,59.0,453651.0
193,19/03/2004 00:00,Local,Alquiler,Girona,14/09/2004 00:00,Pedro,193.0,117.0,986895.0
194,19/03/2004 00:00,Piso,Venta,Girona,21/07/2004 00:00,Carmen,194.0,62.0,250852.0
195,20/03/2004 00:00,Piso,Alquiler,Barcelona,10/11/2004 00:00,Carmen,195.0,281.0,1336717.0
196,20/03/2004 00:00,Piso,Venta,Tarragona,13/01/2005 00:00,Carmen,196.0,87.0,519738.0
197,21/03/2004 00:00,Oficina,Alquiler,Girona,14/08/2004 00:00,Pedro,197.0,174.0,720882.0
198,21/03/2004 00:00,Oficina,Venta,Lleida,10/03/2005 00:00,María,198.0,177.0,842343.0
199,22/03/2004 00:00,Parking,Venta,Tarragona,26/09/2004 00:00,Pedro,199.0,281.0,2108343.0
200,22/03/2004 00:00,Parking,Venta,Girona,09/11/2004 00:00,Pedro,200.0,247.0,1050985.0
201,22/03/2004 00:00,Piso,Alquiler,Girona,13/08/2004 00:00,María,201.0,52.0,298272.0
202,22/03/2004 00:00,Local,Alquiler,Girona,16/07/2004 00:00,Luisa,202.0,169.0,902798.0
203,23/03/2004 00:00,Local,Alquiler,Barcelona,09/11/2004 00:00,Luisa,203.0,106.0,692180.0
204,23/03/2004 00:00,Local,Venta,Girona,04/12/2004 00:00,Luisa,204.0,274.0,2002392.0
205,23/03/2004 00:00,Piso,Alquiler,Lleida,21/02/2005 00:00,Joaquín,205.0,250.0,2253500.0
206,23/03/2004 00:00,Piso,Alquiler,Lleida,19/08/2004 00:00,Luisa,206.0,134.0,1338124.0
207,23/03/2004 00:00,Casa,Venta,Lleida,27/09/2004 00:00,Pedro,207.0,156.0,1369680.0
208,24/03/2004 00:00,Parking,Venta,Lleida,21/09/2004 00:00,María,208.0,167.0,1643948.0
209,24/03/2004 00:00,Oficina,Alquiler,Lleida,03/03/2005 00:00,Carmen,209.0,206.0,1297594.0
210,25/03/2004 00:00,Parking,Alquiler,Barcelona,11/08/2004 00:00,Carmen,210.0,269.0,2134246.0
211,25/03/2004 00:00,Casa,Alquiler,Barcelona,25/10/2004 00:00,Carmen,211.0,63.0,492156.0
212,26/03/2004 00:00,Suelo,Alquiler,Lleida,19/01/2005 00:00,Pedro,212.0,223.0,1932518.0
213,26/03/2004 00:00,Industrial,Venta,Girona,26/08/2004 00:00,Carmen,213.0,163.0,1385011.0
214,27/03/2004 00:00,Parking,Alquiler,Girona,13/07/2004 00:00,Pedro,214.0,214.0,1219158.0
215,27/03/2004 00:00,Industrial,Venta,Tarragona,02/02/2005 00:00,María,215.0,263.0,1494892.0
216,28/03/2004 00:00,Industrial,Alquiler,Lleida,03/11/2004 00:00,Luisa,216.0,216.0,1398600.0
217,29/03/2004 00:00,Suelo,Alquiler,Tarragona,31/12/2004 00:00,Carmen,217.0,65.0,461435.0
218,29/03/2004 00:00,Industrial,Alquiler,Girona,28/03/2005 00:00,Luisa,218.0,46.0,351256.0
219,30/03/2004 00:00,Industrial,Alquiler,Lleida,17/09/2004 00:00,Jesús,219.0,209.0,1042283.0
220,30/03/2004 00:00,Casa,Alquiler,Barcelona,27/08/2004 00:00,Pedro,220.0,56.0,474600.0
221,30/03/2004 00:00,Local,Alquiler,Girona,02/10/2004 00:00,María,221.0,82.0,420660.0
222,31/03/2004 00:00,Suelo,Alquiler,Girona,09/09/2004 00:00,Luisa,222.0,62.0,489924.0
223,31/03/2004 00:00,Oficina,Venta,Tarragona,21/08/2004 00:00,Luisa,223.0,192.0,1032000.0
224,01/04/2004 00:00,Parking,Alquiler,Barcelona,15/12/2004 00:00,Jesús,224.0,152.0,1069320.0
225,01/04/2004 00:00,Local,Alquiler,Tarragona,29/08/2004 00:00,Joaquín,225.0,182.0,1133132.0
226,01/04/2004 00:00,Casa,Venta,Lleida,09/09/2004 00:00,Luisa,226.0,179.0,1670965.0
227,01/04/2004 00:00,Local,Venta,Girona,12/11/2004 00:00,Jesús,227.0,211.0,2010619.0
228,01/04/2004 00:00,Oficina,Venta,Tarragona,25/01/2005 00:00,Carmen,228.0,117.0,739206.0
229,02/04/2004 00:00,Oficina,Alquiler,Tarragona,01/03/2005 00:00,Pedro,229.0,186.0,1382166.0
230,03/04/2004 00:00,Local,Alquiler,Barcelona,18/02/2005 00:00,Pedro,230.0,143.0,665951.0
231,03/04/2004 00:00,Oficina,Venta,Tarragona,03/11/2004 00:00,María,231.0,212.0,1479548.0
232,03/04/2004 00:00,Local,Alquiler,Girona,05/10/2004 00:00,Joaquín,232.0,246.0,1362348.0
233,03/04/2004 00:00,Suelo,Venta,Girona,26/03/2005 00:00,Carmen,233.0,230.0,1722700.0
234,03/04/2004 00:00,Suelo,Venta,Lleida,02/11/2004 00:00,Pedro,234.0,126.0,848358.0
235,03/04/2004 00:00,Industrial,Venta,Girona,26/08/2004 00:00,Carmen,235.0,226.0,2104286.0
236,05/04/2004 00:00,Piso,Venta,Tarragona,07/10/2004 00:00,Pedro,236.0,262.0,1748850.0
237,05/04/2004 00:00,Casa,Alquiler,Barcelona,01/02/2005 00:00,Jesús,237.0,170.0,995520.0
238,05/04/2004 00:00,Piso,Alquiler,Lleida,02/01/2005 00:00,Pedro,238.0,268.0,2338032.0
239,06/04/2004 00:00,Parking,Venta,Barcelona,03/12/2004 00:00,Luisa,239.0,164.0,1298716.0
240,06/04/2004 00:00,Local,Venta,Lleida,26/07/2004 00:00,Carmen,240.0,260.0,2038660.0
241,07/04/2004 00:00,Suelo,Venta,Barcelona,16/08/2004 00:00,Jesús,241.0,69.0,656535.0
242,07/04/2004 00:00,Local,Venta,Lleida,31/03/2005 00:00,Luisa,242.0,298.0,1870546.0
243,07/04/2004 00:00,Local,Alquiler,Tarragona,22/12/2004 00:00,María,243.0,284.0,1431076.0
